Name,Straße,Straße2,PLZ,Stadt,Telefon,Land,Bankleitzahl (BIC)
Bank J. Safra Sarasin AG,Elisabethenstrasse 62,Postfach,4002,Basel,061 277 77 77,Schweiz,SARACHBBXXX
Bank J. Safra Sarasin AG,Bleicherweg 1 / Paradeplatz,Postfach 2123,8022,Zürich,044 213 91 91,Schweiz,SARACHBBXXX
Bank J. Safra Sarasin AG,(ex Direkt Anlage Bank),Elisabethenstrasse 62,4002,Basel,061 277 77 77,Schweiz,SARACHBBXXX
Bank Julius Bär & Co AG,Bahnhofstrasse 36,Postfach,8010,Zürich,058 888 1111,Schweiz,BAERCHZZXXX
Bank Julius Bär & Co AG,Schwanenplatz 2,Postfach,6002,Luzern,058 889 79 00,Schweiz,BAERCHZZXXX
Bank Julius Bär & Co AG,Freie Strasse 107,Postfach,4001,Basel,058 889 44 00,Schweiz,BAERCHZZXXX
Bank Julius Bär & Co AG,Bundesgasse 30,Postfach,3001,Bern,058 889 55 55,Schweiz,BAERCHZZXXX
Bank Leerau Genossenschaft,Dorfstrasse 476,,5054,Kirchleerau,062 738 77 77,Schweiz,RBABCH22588
Bank Leerau Genossenschaft,Dorfstrasse 476,,5054,Kirchleerau,062 738 77 77,Schweiz,RBABCH22588
Bank Linth LLB AG,Zürcherstrasse 3,Postfach 168,8730,Uznach,055 285 71 11,Schweiz,LINSCH23XXX
Bank Linth LLB AG,Zürcherstrasse 3,Postfach 168,8730,Uznach,055 285 71 11,Schweiz,LINSCH23XXX
Bank Oberaargau AG,Stadthausstrasse 1,Postfach,4950,Huttwil,062 959 85 85,Schweiz,RBABCH22450
Bank Oberaargau AG,Stadthausstrasse 1,Postfach,4950,Huttwil,062 959 85 85,Schweiz,RBABCH22450
Bank Oberaargau AG,Langenthalstrasse 33,Postfach,4912,Aarwangen,062 923 50 15,Schweiz,RBABCH22450
Bank Oberaargau AG,Huttwilstrasse 24,Postfach,4932,Lotzwil,062 923 77 88,Schweiz,RBABCH22450
Bank Oberaargau AG,Bahnhofstrasse 9,Postfach,4938,Rohrbach,062 965 11 56,Schweiz,RBABCH22450
Bank Oberaargau AG,Dorfstrasse 76,Postfach,4917,Melchnau,062 917 70 70,Schweiz,RBABCH22450
Bank Oberaargau AG,Jurastrasse 29,Postfach,4900,Langenthal,062 916 20 10,Schweiz,RBABCH22450
Bank Oberaargau AG,Obere Dürrmühlestrasse 3,Postfach,4704,Niederbipp,032 633 61 50,Schweiz,RBABCH22450
Bank Oberaargau AG,Dorfstrass 2,Postfach,4914,Roggwil BE,062 929 29 39,Schweiz,RBABCH22450
Bank Oberaargau AG,Bernstrasse 29,Postfach 275,3360,Herzogenbuchsee,062 956 06 66,Schweiz,RBABCH22450
"Bank of America Merrill Lynch  DAC, Dublin, Zurich Branch","Stockerhof, Stockerstrasse 23",,8002,Zürich,044 297 74 00,Schweiz,BOFACH2XXXX
"Bank of America Merrill Lynch  DAC, Dublin, Zurich Branch","Stockerhof, Stockerstrasse 23",,8002,Zürich,044 297 74 00,Schweiz,BOFACH2XXXX
Bank SLM AG,Dorfplatz 5,Postfach 1080,3110,Münsingen,031 700 10 10,Schweiz,RBABCH22363
Bank SLM AG,Dorfplatz 5,Postfach 1080,3110,Münsingen,031 700 10 10,Schweiz,RBABCH22363
Bank Sparhafen,Fraumünsterstrasse 21,Postfach,8001,Zürich,044 225 40 50,Schweiz,BSZHCHZZXXX
Bank Sparhafen,Fraumünsterstrasse 21,Postfach,8001,Zürich,044 225 40 50,Schweiz,BSZHCHZZXXX
Bank Thalwil Genossenschaft,Gotthardstrasse 14,Postfach,8800,Thalwil,044  723 88 88,Schweiz,BKTHCH22XXX
Bank Thalwil Genossenschaft,Gotthardstrasse 14,Postfach,8800,Thalwil,044  723 88 88,Schweiz,BKTHCH22XXX
Bank von Roll AG,Bleicherweg 37,,8027,Zürich,044 233 32 80,Schweiz,VRLLCHZZXXX
Bank von Roll AG,Bleicherweg 37,,8027,Zürich,044 233 32 80,Schweiz,VRLLCHZZXXX
Bank Vontobel AG,Gotthardstrasse 43,Postfach,8022,Zürich,044 283 71 11,Schweiz,VONTCHZZXXX
Bank Vontobel AG,Gotthardstrasse 43,Postfach,8022,Zürich,044 283 71 11,Schweiz,VONTCHZZXXX
BANK ZIMMERBERG AG,Dorfplatz 1,Postfach,8810,Horgen 1,044 727 41 41,Schweiz,RBABCH22824
BANK ZIMMERBERG AG,Dorfplatz 1,Postfach,8810,Horgen 1,044 727 41 41,Schweiz,RBABCH22824
BANK ZIMMERBERG AG,Alte Landstrasse 29,Postfach,8942,Oberrieden,044 722 70 50,Schweiz,RBABCH22824
BANK ZIMMERBERG AG,Vorderi Siten 1,Postfach,8816,Hirzel,044 729 70 10,Schweiz,RBABCH22824
bank zweiplus ag,Buckhauserstrasse 22,Postfach,8048,Zürich,058 059 22 22,Schweiz,BZPLCHZZXXX
bank zweiplus ag,Buckhauserstrasse 22,Postfach,8048,Zürich,058 059 22 22,Schweiz,BZPLCHZZXXX
BANKMED SUISSE SA,3 rue du Mont Blanc,Case postale 1523,1211,Genève 1,022 906 06 06,Schweiz,MEDSCHGGXXX
BANKMED SUISSE SA,3 rue du Mont Blanc,Case postale 1523,1211,Genève 1,022 906 06 06,Schweiz,MEDSCHGGXXX
Banque Algérienne du Commerce Extérieur SA,Talacker 41,Postfach 7484,8023,Zürich,044 218 50 60,Schweiz,AEXTCHZZXXX
Banque Algérienne du Commerce Extérieur SA,Talacker 41,Postfach 7484,8023,Zürich,044 218 50 60,Schweiz,AEXTCHZZXXX
Banque Audi (Suisse) SA,,Case postale 384,1211,Genève 12,022 704 11 11,Schweiz,AUDSCHGGXXX
Banque Audi (Suisse) SA,,Case postale 384,1211,Genève 12,022 704 11 11,Schweiz,AUDSCHGGXXX
Banque Bonhôte & Cie SA,"2, Quai Ostervald",Case postale,2001,Neuchâtel,032 722 10 00,Schweiz,BONHCH22XXX
Banque Bonhôte & Cie SA,"2, Quai Ostervald",Case postale,2001,Neuchâtel,032 722 10 00,Schweiz,BONHCH22XXX
Banque Cantonale de Fribourg,Bd de Pérolles 1,Case postale 151,1701,Fribourg,0848 223 223,Schweiz,BEFRCH22XXX
Banque Cantonale de Fribourg,Bd de Pérolles 1,Case postale 151,1701,Fribourg,0848 223 223,Schweiz,BEFRCH22XXX
Banque Cantonale de Fribourg,,Case postale,1741,Cottens,0848 223 223,Schweiz,BEFRCH22XXX
Banque Cantonale de Fribourg,Rue de Romont,Case postale,1701,Fribourg,0848 223 223,Schweiz,BEFRCH22XXX
Banque Cantonale de Fribourg,,Case postale,1630,Bulle,0848 223 223,Schweiz,BEFRCH22XXX
Banque Cantonale de Fribourg,,Case postale,1636,Broc,0848 223 223,Schweiz,BEFRCH22XXX
Banque Cantonale de Fribourg,,Case postale,1618,Châtel-St-Denis,0848 223 223,Schweiz,BEFRCH22XXX
Banque Cantonale de Fribourg,,Case postale,1564,Domdidier,0848 223 223,Schweiz,BEFRCH22XXX
Banque Cantonale de Fribourg,,Case postale,1470,Estavayer-le-Lac,0848 223 223,Schweiz,BEFRCH22XXX
Banque Cantonale de Fribourg,,Case postale,1726,Farvagny-le-Grand,0848 223 223,Schweiz,BEFRCH22XXX
Banque Cantonale de Fribourg,,Case postale,1680,Romont FR,0848 223 223,Schweiz,BEFRCH22XXX
Banque Cantonale de Fribourg,Bourg,Case postale,1702,Fribourg,0848 223 223,Schweiz,BEFRCH22XXX
Banque Cantonale de Fribourg,,Case postale,1616,Attalens,0848 223 223,Schweiz,BEFRCH22XXX
Banque Cantonale de Fribourg,,Case postale,1784,Courtepin,0848 223 223,Schweiz,BEFRCH22XXX
Banque Cantonale de Fribourg,,Case postale,1754,Avry-sur-Matran,0848 223 223,Schweiz,BEFRCH22XXX
Banque Cantonale de Fribourg,Schönberg,Case postale,1707,Fribourg,0848 223 223,Schweiz,BEFRCH22XXX
Banque Cantonale de Fribourg,Hôpital Cantonal,Case postale,1708,Fribourg,0848 223 223,Schweiz,BEFRCH22XXX
Banque Cantonale de Fribourg,,Case postale,1731,Ependes FR,0848 223 223,Schweiz,BEFRCH22XXX
Banque Cantonale de Fribourg,,Case postale,1637,Charmey (Gruyère),0848 223 223,Schweiz,BEFRCH22XXX
Banque Cantonale de Fribourg,,Postfach,1716,Plaffeien,0848 352 352,Schweiz,BEFRCH22XXX
Banque Cantonale de Fribourg,,Case postale,1611,"Crêt, Le",0848 223 223,Schweiz,BEFRCH22XXX
Banque Cantonale de Genève,,Case postale 2251,1211,Genève 2,022 317 27 27,Schweiz,BCGECHGGXXX
Banque Cantonale de Genève,,Case postale 2251,1211,Genève 2,022 317 27 27,Schweiz,BCGECHGGXXX
Banque Cantonale du Jura SA,,Case postale 278,2900,Porrentruy 2,032 465 13 01,Schweiz,BCJUCH22XXX
Banque Cantonale du Jura SA,,Case postale 278,2900,Porrentruy 2,032 465 13 01,Schweiz,BCJUCH22XXX
Banque Cantonale du Jura SA,,Case postale,2942,Alle,032 465 13 01,Schweiz,BCJUCH22XXX
Banque Cantonale du Jura SA,,Case postale,2926,Boncourt,032 465 13 01,Schweiz,BCJUCH22XXX
Banque Cantonale du Jura SA,,Case postale,2950,Courgenay,032 465 13 01,Schweiz,BCJUCH22XXX
Banque Cantonale du Jura SA,,Case postale,2882,St-Ursanne,032 465 13 01,Schweiz,BCJUCH22XXX
Banque Cantonale du Jura SA,,Case postale,2800,Delémont 1,032 421 15 01,Schweiz,BCJUCH22XXX
Banque Cantonale du Jura SA,,Case postale,2854,Bassecourt,032 421 15 01,Schweiz,BCJUCH22XXX
Banque Cantonale du Jura SA,,Case postale,2830,Courrendlin,032 421 15 01,Schweiz,BCJUCH22XXX
Banque Cantonale du Jura SA,,Case postale,2822,Courroux,032 421 15 01,Schweiz,BCJUCH22XXX
Banque Cantonale du Jura SA,Ville,Case postale,2800,Delémont 2,032 421 15 01,Schweiz,BCJUCH22XXX
Banque Cantonale du Jura SA,,Case postale,2350,Saignelégier,032 952 16 01,Schweiz,BCJUCH22XXX
Banque Cantonale du Jura SA,,Case postale,2340,"Noirmont, Le",032 952 16 01,Schweiz,BCJUCH22XXX
Banque Cantonale du Valais,Place des Cèdres 8,Case postale 222,1951,Sion/Sitten,027 324 61 11,Schweiz,BCVSCH2LXXX
Banque Cantonale du Valais,Place des Cèdres 8,Case postale 222,1951,Sion/Sitten,027 324 61 11,Schweiz,BCVSCH2LXXX
Banque Cantonale Neuchâteloise,,Case postale 275,2001,Neuchâtel,032 723 61 11,Schweiz,BCNNCH22XXX
Banque Cantonale Neuchâteloise,,Case postale 275,2001,Neuchâtel,032 723 61 11,Schweiz,BCNNCH22XXX
Banque Cantonale Neuchâteloise,,Case postale,2416,"Brenets, Les",032 932 11 29,Schweiz,BCNNCH22XXX
Banque Cantonale Neuchâteloise,,Case postale,2053,Cernier,032 853 21 52,Schweiz,BCNNCH22XXX
Banque Cantonale Neuchâteloise,,Case postale,2301,"Chaux-de-Fonds, La",032 911 88 88,Schweiz,BCNNCH22XXX
Banque Cantonale Neuchâteloise,,"Trafic des paiements, C.P. 16",2013,Colombier NE,032 843 03 83,Schweiz,BCNNCH22XXX
Banque Cantonale Neuchâteloise,,Case postale,2108,Couvet,032 863 11 40,Schweiz,BCNNCH22XXX
Banque Cantonale Neuchâteloise,,Case postale,2114,Fleurier,032 861 35 61,Schweiz,BCNNCH22XXX
Banque Cantonale Neuchâteloise,,Case postale,2525,"Landeron, Le",032 751 37 78,Schweiz,BCNNCH22XXX
Banque Cantonale Neuchâteloise,,Case postale,2400,"Locle, Le",032 933 98 78,Schweiz,BCNNCH22XXX
Banque Cantonale Neuchâteloise,,Case postale,2074,Marin-Epagnier,032 753 41 45,Schweiz,BCNNCH22XXX
Banque Cantonale Neuchâteloise,,Case postale,2034,Peseux,032 732 97 40,Schweiz,BCNNCH22XXX
Banque Cantonale Neuchâteloise,,Case postale,2024,St-Aubin NE,032 835 11 10,Schweiz,BCNNCH22XXX
Banque Cantonale Vaudoise,St-François,Case postale 300,1001,Lausanne,021 212 12 12,Schweiz,BCVLCH2LXXX
Banque Cantonale Vaudoise,St-François,Case postale 300,1001,Lausanne,021 212 12 12,Schweiz,BCVLCH2LXXX
Banque Cantonale Vaudoise,Athénée,Case postale,1003,Lausanne,021 351 38 00,Schweiz,BCVLCH2LXXX
Banque Cantonale Vaudoise,Bergières,Case postale,1004,Lausanne,021 644 38 60,Schweiz,BCVLCH2LXXX
Banque Cantonale Vaudoise,Chauderon,Case postale 77,1000,Lausanne 9,021 212 12 12,Schweiz,BCVLCH2LXXX
Banque Cantonale Vaudoise,Chuv,Case postale,1005,Lausanne,021 351 37 90,Schweiz,BCVLCH2LXXX
Banque Cantonale Vaudoise,Pépinet,Case postale,1002,Lausanne,021 212 29 80,Schweiz,BCVLCH2LXXX
Banque Cantonale Vaudoise,Riponne,Case postale,1005,Lausanne,021 351 38 50,Schweiz,BCVLCH2LXXX
Banque Cantonale Vaudoise,Bel-Air,Case postale,1002,Lausanne,021 212 12 12,Schweiz,BCVLCH2LXXX
Banque Cantonale Vaudoise,WTCL,Case postale,1000,Lausanne,021 683 39 00,Schweiz,BCVLCH2LXXX
Banque Cantonale Vaudoise,,Case postale,1860,Aigle,024 468 31 11,Schweiz,BCVLCH2LXXX
Banque Cantonale Vaudoise,,Case postale,1170,Aubonne,021 821 40 40,Schweiz,BCVLCH2LXXX
Banque Cantonale Vaudoise,,Case postale,1145,Bière,021 809 60 60,Schweiz,BCVLCH2LXXX
Banque Cantonale Vaudoise,,Case postale,1580,Avenches,026 676 94 76,Schweiz,BCVLCH2LXXX
Banque Cantonale Vaudoise,,Case postale,1880,Bex,024 463 05 00,Schweiz,BCVLCH2LXXX
Banque Cantonale Vaudoise,,Case postale,1660,Château-d'Oex,026 924 24 44,Schweiz,BCVLCH2LXXX
Banque Cantonale Vaudoise,,Case postale,1304,Cossonay-Ville,021 863 13 70,Schweiz,BCVLCH2LXXX
Banque Cantonale Vaudoise,,Case postale,1315,"Sarraz, La",021 866 02 10,Schweiz,BCVLCH2LXXX
Banque Cantonale Vaudoise,,Case postale,1096,Cully,021 799 91 50,Schweiz,BCVLCH2LXXX
Banque Cantonale Vaudoise,,Case postale,1040,Echallens,021 886 33 33,Schweiz,BCVLCH2LXXX
Banque Cantonale Vaudoise,,Case postale,1038,Bercher,021 887 81 05,Schweiz,BCVLCH2LXXX
Banque Cantonale Vaudoise,,Case postale,1422,Grandson,024 447 00 30,Schweiz,BCVLCH2LXXX
Banque Cantonale Vaudoise,,Case postale,1095,Lutry,021 796 75 55,Schweiz,BCVLCH2LXXX
Banque Cantonale Vaudoise,,Case postale,1083,Mézières VD,021 903 17 87,Schweiz,BCVLCH2LXXX
Banque Cantonale Vaudoise,,Case postale,1820,Montreux 1,021 962 42 42,Schweiz,BCVLCH2LXXX
Banque Cantonale Vaudoise,,Case postale,1110,Morges 1,021 804 05 55,Schweiz,BCVLCH2LXXX
Banque Cantonale Vaudoise,,Case postale,1162,St-Prex,021 806 23 30,Schweiz,BCVLCH2LXXX
Banque Cantonale Vaudoise,,Case postale,1510,Moudon,021 905 93 00,Schweiz,BCVLCH2LXXX
Banque Cantonale Vaudoise,,Case postale,1260,Nyon,022 365 74 00,Schweiz,BCVLCH2LXXX
Banque Cantonale Vaudoise,,Case postale,1350,Orbe,024 442 82 40,Schweiz,BCVLCH2LXXX
Banque Cantonale Vaudoise,,Case postale,1323,Romainmôtier,024 453 12 12,Schweiz,BCVLCH2LXXX
Banque Cantonale Vaudoise,,Case postale,1610,Oron-la-Ville,021 908 06 30,Schweiz,BCVLCH2LXXX
Banque Cantonale Vaudoise,,Case postale 64,1530,Payerne,026 661 72 00,Schweiz,BCVLCH2LXXX
Banque Cantonale Vaudoise,,Case postale,1523,Granges-près-Marnand,026 668 11 45,Schweiz,BCVLCH2LXXX
Banque Cantonale Vaudoise,,Case postale,1020,Renens VD,021 636 30 90,Schweiz,BCVLCH2LXXX
Banque Cantonale Vaudoise,,Case postale,1180,Rolle,021 822 08 22,Schweiz,BCVLCH2LXXX
Banque Cantonale Vaudoise,,Case postale,1450,Ste-Croix,024 455 43 00,Schweiz,BCVLCH2LXXX
Banque Cantonale Vaudoise,,Case postale,1347,"Sentier, Le",021 845 15 70,Schweiz,BCVLCH2LXXX
Banque Cantonale Vaudoise,,Case postale,1337,Vallorbe,021 843 91 50,Schweiz,BCVLCH2LXXX
Banque Cantonale Vaudoise,,Case postale,1800,Vevey 1,021 925 85 85,Schweiz,BCVLCH2LXXX
Banque Cantonale Vaudoise,Nestlé,Case postale,1800,Vevey 1,021 925 85 85,Schweiz,BCVLCH2LXXX
Banque Cantonale Vaudoise,,Case postale,1401,Yverdon-les-Bains,024 423 85 11,Schweiz,BCVLCH2LXXX
Banque Cantonale Vaudoise,,Case postale,1814,"Tour-de-Peilz, La",0848 808 880,Schweiz,BCVLCH2LXXX
Banque Cantonale Vaudoise,,Case postale,1844,Villeneuve VD,021 967 31 50,Schweiz,BCVLCH2LXXX
Banque Cantonale Vaudoise,,Case postale,1008,Prilly,021 621 71 11,Schweiz,BCVLCH2LXXX
Banque Cantonale Vaudoise,Unil,Case postale,1015,Lausanne 15,021 691 15 01,Schweiz,BCVLCH2LXXX
Banque Cantonale Vaudoise,Place de la Gare,Case postale,1000,Lausanne,021 212 33 82,Schweiz,BCVLCH2LXXX
Banque Cantonale Vaudoise,,Case postale,1854,Leysin,024 493 22 30,Schweiz,BCVLCH2LXXX
Banque Cantonale Vaudoise,,Case postale,1884,Villars-sur-Ollon,024 469 37 80,Schweiz,BCVLCH2LXXX
Banque Cantonale Vaudoise,,Case postale,1815,Clarens,021 989 44 50,Schweiz,BCVLCH2LXXX
Banque Cantonale Vaudoise,,Case postale,1196,Gland,022 364 24 22,Schweiz,BCVLCH2LXXX
Banque Cantonale Vaudoise,,Case postale,1009,Pully,021 721 78 74,Schweiz,BCVLCH2LXXX
Banque Cantonale Vaudoise,,Case postale,1033,Cheseaux-sur-Lausanne,021 731 92 44,Schweiz,BCVLCH2LXXX
Banque Cantonale Vaudoise,Chailly,Case postale,1000,Lausanne 12,021 651 37 70,Schweiz,BCVLCH2LXXX
Banque Cantonale Vaudoise,La Sallaz,Case postale,1010,Lausanne 10,021 654 37 40,Schweiz,BCVLCH2LXXX
Banque Cantonale Vaudoise,,Case postale,1865,"Diablerets, Les",024 492 09 80,Schweiz,BCVLCH2LXXX
Banque Cantonale Vaudoise,Ouchy,Case postale,1000,Lausanne 6,021 614 38 30,Schweiz,BCVLCH2LXXX
Banque Cantonale Vaudoise,,Case postale,1030,Bussigny-près-Lausanne,021 706 22 22,Schweiz,BCVLCH2LXXX
Banque Cantonale Vaudoise,Pontaise,Case postale,1018,Lausanne 18,021 644 38 80,Schweiz,BCVLCH2LXXX
Banque Cantonale Vaudoise,,Case postale,1305,Penthalaz,021 861 26 56,Schweiz,BCVLCH2LXXX
Banque Cantonale Vaudoise,,Case postale,1296,Coppet,022 960 96 44,Schweiz,BCVLCH2LXXX
Banque Cantonale Vaudoise,,Case postale,1023,Crissier,021 633 07 50,Schweiz,BCVLCH2LXXX
Banque Cantonale Vaudoise,Bellevaux,Case postale,1000,Lausanne 8,021 644 37 20,Schweiz,BCVLCH2LXXX
Banque Cantonale Vaudoise,,Case postale,1522,Lucens,021 906 10 10,Schweiz,BCVLCH2LXXX
Banque Cantonale Vaudoise,,Case postale,1373,Chavornay,024 442 93 30,Schweiz,BCVLCH2LXXX
Banque Cantonale Vaudoise,,Case postale,1807,Blonay,021 943 05 40,Schweiz,BCVLCH2LXXX
Banque Cantonale Vaudoise,,Case postale,1071,Chexbres,021 946 07 40,Schweiz,BCVLCH2LXXX
Banque Cantonale Vaudoise,Cour,Case postale,1000,Lausanne 3,021 614 38 10,Schweiz,BCVLCH2LXXX
Banque Cantonale Vaudoise,,Case postale,1073,Savigny,021 781 25 31,Schweiz,BCVLCH2LXXX
Banque Cantonale Vaudoise,Route de Divonne,Case postale,1260,Nyon,022 362 23 21,Schweiz,BCVLCH2LXXX
Banque Cantonale Vaudoise,,Case postale,1066,Epalinges,021 651 37 00,Schweiz,BCVLCH2LXXX
Banque CIC (Suisse) SA,Faubourg du Lac 2,Case postale 1913,2001,Neuchâtel,032 723 58 00,Schweiz,CIALCHBBXXX
Banque CIC (Suisse) SA,Avenue de la Gare 1,,1701,Fribourg,026 350 80 00,Schweiz,CIALCHBBXXX
Banque CIC (Suisse) SA,"29, avenue du Champel",Case postale 327,1211,Genève,022 839 35 00,Schweiz,CIALCHBBXXX
Banque CIC (Suisse) SA,Rue du Petit-Chêne 26,Case postale 370,1001,Lausanne,021 614 03 60,Schweiz,CIALCHBBXXX
Banque CIC (Suisse) SA,Place du Midi 21,Case postale,1951,Sion,027 329 47 50,Schweiz,CIALCHBBXXX
Banque Cramer & Cie SA,Avenue de Miremont 22,Case postale 403,1211,Genève 12,058 218 60 00,Schweiz,CRAMCHGGXXX
Banque Cramer & Cie SA,Avenue de Miremont 22,Case postale 403,1211,Genève 12,058 218 60 00,Schweiz,CRAMCHGGXXX
Banque Cramer & Cie SA,Riva Antonio Caccia 1,,6900,Lugano,058 218 68 68,Schweiz,CRAMCHGGXXX
Banque de Commerce et de Placements SA,"1, rue de la Fontaine",Case postale 3069,1211,Genève 3,022 909 19 19,Schweiz,BPCPCHGGXXX
Banque de Commerce et de Placements SA,"1, rue de la Fontaine",Case postale 3069,1211,Genève 3,022 909 19 19,Schweiz,BPCPCHGGXXX
Banque Degroof Petercam (Suisse) SA,"Place de l`université, 8",,1205,Genève,022 929 72 39,Schweiz,PEPSCHGGXXX
Banque Degroof Petercam (Suisse) SA,"Place de l`université, 8",,1205,Genève,022 929 72 39,Schweiz,PEPSCHGGXXX
Banque du Léman SA,12 rue François-Bonivard,,1201,Genève,022 775 07 75,Schweiz,BLEMCHGGXXX
Banque du Léman SA,12 rue François-Bonivard,,1201,Genève,022 775 07 75,Schweiz,BLEMCHGGXXX
Banque Eric Sturdza SA,Rue du Rhône 112,Case postale 3024,1211,Genève 3,022 317 98 11,Schweiz,BABRCHGGXXX
Banque Eric Sturdza SA,Rue du Rhône 112,Case postale 3024,1211,Genève 3,022 317 98 11,Schweiz,BABRCHGGXXX
Banque Havilland (Liechtenstein) AG,Austrasse 61,Postfach,9490,Vaduz,239 33 33,Schweiz,SFBALI22XXX
Banque Havilland (Liechtenstein) AG,Austrasse 61,Postfach,9490,Vaduz,239 33 33,Schweiz,SFBALI22XXX
Banque Havilland (Suisse) SA,Rue de Hollande 10,Case postale 5760,1211,Genève 11,022 818 82 22,Schweiz,BPGECHGGXXX
Banque Havilland (Suisse) SA,Rue de Hollande 10,Case postale 5760,1211,Genève 11,022 818 82 22,Schweiz,BPGECHGGXXX
BANQUE HERITAGE SA,Route de Chêne 61,Case postale 6600,1211,Genève 6,058 220 00 00,Schweiz,HFTCCHGGXXX
Banque Internationale à Luxembourg (Suisse) SA,Beethovenstrasse 48,Postfach 1577,8027,Zürich,058 810 82 92,Schweiz,BILSCHZZXXX
Banque Internationale à Luxembourg (Suisse) SA,Beethovenstrasse 48,Postfach 1577,8027,Zürich,058 810 82 92,Schweiz,BILSCHZZXXX
Banque Internationale de Commerce-BRED (Suisse) SA,"1, place Longemalle",Case postale 3296,1204,Genève,022 312 30 70,Schweiz,BICFCHGGXXX
Banque Julius Baer & Cie S.A.,Rue du Grande-Chêne 7 - 9,Case postale,1002,Lausanne,058 889 34 00,Schweiz,BAERCHZZXXX
Banque Julius Baer & Cie S.A.,Rue Pierre-Fatio 7,Case postale,1211,Genève 11,058 885 38 38,Schweiz,BAERCHZZXXX
Banque Lombard Odier & Cie SA,Rue de la Corraterie 11,Case postale 5215,1211,Genève 11,022 709 21 11,Schweiz,LOCYCHGGXXX
Banque Lombard Odier & Cie SA,Rue de la Corraterie 11,Case postale 5215,1211,Genève 11,022 709 21 11,Schweiz,LOCYCHGGXXX
Banque Migros SA,Place Centrale 9 B,,1920,Martigny,027 720 54 50,Schweiz,MIGRCHZZ80A
Banque Migros SA,"32, Avenue Vibert",,1227,Carouge-La Praille,022 827 85 85,Schweiz,MIGRCHZZ80A
Banque Migros SA,Avenue Leopold-Robert 12,,2302,La Chaux-de-Fonds 2,032 911 25 25,Schweiz,MIGRCHZZ80A
Banque Migros SA,Rue de Gruyères 33,,1630,Bulle,026 916 19 19,Schweiz,MIGRCHZZ80A
Banque Migros SA,Rue Madeleine 9,,1003,Lausanne,0848 845 400,Schweiz,MIGRCHZZ80A
Banque Migros SA,"24, Avenue de la Feuillasse",,1217,Meyrin 1,0848 845 400,Schweiz,MIGRCHZZXXX
Banque Migros SA,Rue de Genève 88,,1004,Lausanne,0848 845 400,Schweiz,MIGRCHZZXXX
Banque Pâris Bertrand SA,Rue du Rhône 30,Case postale 2084,1211,Genève 1,022 316 02 00,Schweiz,BKPBCHGGXXX
Banque Pictet & Cie SA,Route des Acacias 60,Case postale,1211,Genève 73,058 323 23 23,Schweiz,PICTCHGGXXX
BANQUE PRIVEE BCP (SUISSE) SA,Place du Molard 4,Case postale 3126,1211,Genève 3,022 318 92 92,Schweiz,MILBCHGGXXX
BANQUE PRIVEE BCP (SUISSE) SA,Place du Molard 4,Case postale 3126,1211,Genève 3,022 318 92 92,Schweiz,MILBCHGGXXX
BANQUE PROFIL DE GESTION SA,Cours de Rive 11,Case postale 3668,1211,Genève 3,022 818 31 31,Schweiz,BPDGCHGGXXX
BANQUE PROFIL DE GESTION SA,Cours de Rive 11,Case postale 3668,1211,Genève 3,022 818 31 31,Schweiz,BPDGCHGGXXX
Banque Raiffeisen  Ajoie,Rue du Jura 37,Case postale 1572,2900,Porrentruy,032 465 20 20,Schweiz,RAIFCH22027
Banque Raiffeisen  Ajoie,Rue Pierre Péquignat 8,,2950,Courgenay,032 465 20 20,Schweiz,RAIFCH22027
Banque Raiffeisen  Ajoie,Route de la Nods 1a,,2926,Boncourt,032 465 20 20,Schweiz,RAIFCH22027
Banque Raiffeisen  Ajoie,Rue de l'Eglise 51,,2942,Alle,032 465 20 20,Schweiz,RAIFCH22027
Banque Raiffeisen Alpes Chablais Vaudois,Place du Centre 1,,1860,Aigle,024 493 50 00,Schweiz,RAIFCH22447
Banque Raiffeisen Alpes Chablais Vaudois,Rue Centrale 37,,1880,Bex,024 463 50 00,Schweiz,RAIFCH22447
Banque Raiffeisen Alpes Chablais Vaudois,Chemin de la Forge 1,,1867,Ollon VD,024 493 50 00,Schweiz,RAIFCH22447
Banque Raiffeisen Alpes Chablais Vaudois,Route de la Cité 16,,1854,Leysin,024 493 50 00,Schweiz,RAIFCH22447
Banque Raiffeisen Alpes Chablais Vaudois,Rue de la Gare 9,,1865,"Diablerets, Les",024 493 50 00,Schweiz,RAIFCH22447
Banque Raiffeisen Alpes Chablais Vaudois,Route de la Gare 12,,1660,Château-d'Oex,024 493 50 00,Schweiz,RAIFCH22447
Banque Raiffeisen Alpes Chablais Vaudois,Place du Village 22,,1658,Rossinière,024 493 50 00,Schweiz,RAIFCH22447
Banque Raiffeisen Alpes Chablais Vaudois,Place de la Gare 3,,1659,Rougemont,024 493 50 00,Schweiz,RAIFCH22447
Banque Raiffeisen Basse Broye Vully,Pré de la Cour 29,Case postale 30,1564,Domdidier,026 676 91 00,Schweiz,RAIFCH22123
Banque Raiffeisen Broye Vully Lacs,Pré de la Cour 29,,1564,Domdidier,026 662 37 37,Schweiz,RAIFCH22139
Banque Raiffeisen Broye Vully Lacs,Rue Centrale 56,Case postale 22,1776,Montagny-la-Ville,026 662 37 37,Schweiz,RAIFCH22139
Banque Raiffeisen Broye Vully Lacs,Route de la Chapelle 11,,1470,Estavayer-le-Lac,026 662 37 37,Schweiz,RAIFCH22139
